Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2024-08-10,"V2 boulder",V2,"12 @ gunks",https://www.mountainproject.com/route/112232348/v2-boulder,1,"* In Progress > Generic Area",3.1,-1,Flash,,Boulder,,,20200
2024-08-10,"V2 boulder",V2,"11 @ gunks",https://www.mountainproject.com/route/112232348/v2-boulder,1,"* In Progress > Generic Area",3.1,-1,Flash,,Boulder,,,20200
2024-08-10,"V2 boulder",V2,"10 @ gunks",https://www.mountainproject.com/route/112232348/v2-boulder,1,"* In Progress > Generic Area",3.1,-1,Send,,Boulder,,,20200
2024-08-10,"The Scoop",V3,"3rd attempt. Out of this world amazing. If all bouldering was like this, “the arete” and “cellulite eliminator” I’d be a boulderer

Tuolumne meadows bouldering is as fun as any other form of climbing to me in the Sierra ",https://www.mountainproject.com/route/106818342/the-scoop,1,"California > Yosemite National Park > Tuolumne Meadows > * Tuolumne Bouldering > The Knobs > The Scoop Boulder",3.8,4,Send,,Boulder,,,20300
2024-08-10,"Snake Eyes",V3,,https://www.mountainproject.com/route/113548878/snake-eyes,1,"California > Yosemite National Park > Tuolumne Meadows > * Tuolumne Bouldering > The Knobs > Eliminator Boulder",3.0,3,Flash,,Boulder,,12,20300
2024-08-10,"Kauk Problem",V5,"End of day, couldn’t quite get it done. Amazing knobs",https://www.mountainproject.com/route/106668297/kauk-problem,1,"California > Yosemite National Park > Tuolumne Meadows > * Tuolumne Bouldering > The Knobs > Eliminator Boulder",3.4,-1,Attempt,,Boulder,,10,20500
2024-08-10,"Unnamed V5",V5,"A good problem! Took a few tries to sort out. Good one!",https://www.mountainproject.com/route/117391347/unnamed-v5,1,"California > Yosemite National Park > Tuolumne Meadows > * Tuolumne Bouldering > The Gunks > Second Boulder",2.3,2,Send,,Boulder,,15,20500
2024-08-10,"The Arete",V4,"Absolutely incredible",https://www.mountainproject.com/route/115174864/the-arete,1,"California > Yosemite National Park > Tuolumne Meadows > * Tuolumne Bouldering > The Gunks > Arete Boulder",3.7,4,Flash,,Boulder,,,20400
2024-08-10,"Cellulite Eliminator",V7,"Best boulder I’ve tried to date. Did whole thing many times, following with left heel hook, right hand crimp, left hand in slot. Cruised the “v7” bit! I need to !keep my left arm completely straight! and 3f drag the slot. Kept trying to lock off on it. Has to be straight! 

Learning to keep arm straight when dragging will translate across all climbs!!!! Amazing opportunity :)

Beta in phone and red notebook. Amanda’s beta is exactly what I use. I cannot wait to try this one again!",https://www.mountainproject.com/route/107488845/cellulite-eliminator,1,"California > Yosemite National Park > Tuolumne Meadows > * Tuolumne Bouldering > The Gunks > Steel Fingers",3.9,4,,,Boulder,,15,20700
2024-08-08,"Problem A",V3,"Felt good to unlock the first move :)",https://www.mountainproject.com/route/106784094/problem-a,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Rock Creek Bouldering > Clearcut Boulder",2.6,-1,Send,,Boulder,,18,20300
2024-08-07,"Groove and Arete",V4,,https://www.mountainproject.com/route/106784042/groove-and-arete,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Rock Creek Bouldering > The Boy Named Sue Boulder",3.5,3,Send,,Boulder,,15,20400
2024-08-07,"Pull Down Like De Jesus",V6+,"First go of day",https://www.mountainproject.com/route/106048714/pull-down-like-de-jesus,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Rock Creek Bouldering > Campground Boulder",3.3,-1,Send,,Boulder,V7,15,20610
2024-08-05,"Groove and Arete",V4,,https://www.mountainproject.com/route/106784042/groove-and-arete,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Rock Creek Bouldering > The Boy Named Sue Boulder",3.5,3,Send,,Boulder,,15,20400
2024-08-05,"A Boy Named Sue",V7,"Got to the highest of left crimps! Difficult getting feet up",https://www.mountainproject.com/route/107483962/a-boy-named-sue,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Rock Creek Bouldering > The Boy Named Sue Boulder",3.6,-1,Attempt,,Boulder,,,20700
2024-08-05,"Pull Down Like De Jesus",V6+,"Sent in overlapping halves. Close on one attempt! Almost got foot onto jug! Then split tip and day was dons",https://www.mountainproject.com/route/106048714/pull-down-like-de-jesus,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Rock Creek Bouldering > Campground Boulder",3.3,-1,Attempt,,Boulder,V7,15,20610
2024-08-04,"Life in the Cretaceous",5.10a,"Fun! ",https://www.mountainproject.com/route/107305829/life-in-the-cretaceous,1,"California > Yosemite National Park > Tuolumne Meadows > DAFF Area > Cottage Domes > East Cottage Dome (aka Erratic Dome) > West Face",2.3,-1,Lead,Onsight,"Sport, Alpine",,50,2600
2024-08-04,Flintstone,5.10b,"Tr’ed the first pitch after misadventure - great!",https://www.mountainproject.com/route/107305814/flintstone,1,"California > Yosemite National Park > Tuolumne Meadows > DAFF Area > Cottage Domes > East Cottage Dome (aka Erratic Dome) > West Face",2.7,-1,TR,,"Sport, Alpine",,180,2900
2024-08-04,Flintstone,5.10b,"Started on something only having 2 bolts between this and the 10d. Was basically soloing to get over onto this. 2 bolts to nowhere. Got to these p1 anchors",https://www.mountainproject.com/route/107305814/flintstone,1,"California > Yosemite National Park > Tuolumne Meadows > DAFF Area > Cottage Domes > East Cottage Dome (aka Erratic Dome) > West Face",2.7,-1,Lead,Onsight,"Sport, Alpine",,180,2900
2024-08-04,Disintegration,5.10d,"SO MUCH FUN",https://www.mountainproject.com/route/105991086/disintegration,1,"California > Yosemite National Park > Tuolumne Meadows > DAFF Area > Cottage Domes > East Cottage Dome (aka Erratic Dome) > West Face",3.0,3,Lead,Onsight,"Sport, Alpine",,50,3500
2024-08-04,"Orange Plasma",5.11a,"So good had to do another lap",https://www.mountainproject.com/route/106509898/orange-plasma,1,"California > Yosemite National Park > Tuolumne Meadows > DAFF Area > Cottage Domes > East Cottage Dome (aka Erratic Dome) > West Face",3.7,4,TR,,"Sport, Alpine",,85,4600
2024-08-04,"Orange Plasma",5.11a,"Don’t think it could be any better at this grade in this style ",https://www.mountainproject.com/route/106509898/orange-plasma,1,"California > Yosemite National Park > Tuolumne Meadows > DAFF Area > Cottage Domes > East Cottage Dome (aka Erratic Dome) > West Face",3.7,4,Lead,Onsight,"Sport, Alpine",,85,4600
2024-08-01,"Wind in the Willows",5.12d,"I felt like ass so I just left ",https://www.mountainproject.com/route/106392852/wind-in-the-willows,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.8,4,Lead,Fell/Hung,Sport,5.12d,90,7500
2024-07-28,"Scared of Heights",5.12b,"Ticking the 10a slab route",https://www.mountainproject.com/route/120733751/scared-of-heights,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.4,-1,,,Sport,,150,6900
2024-07-28,"Switch Hitter",5.10d,"Ticking for 5.11c stem corner.

Clean tr

The stem pitch really is something else, so cool and fun!",https://www.mountainproject.com/route/106808880/switch-hitter,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.5,3,TR,,Sport,5.10b,120,3500
2024-07-28,Barracuda,5.11a,,https://www.mountainproject.com/route/107193739/barracuda,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.3,2,Lead,Redpoint,Sport,5.11-,70,4600
2024-07-28,"Wages of Skin",5.10+,"Clean tr",https://www.mountainproject.com/route/106097731/wages-of-skin,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.8,4,TR,,Trad,,110,3300
2024-07-28,"Southeast Buttress",5.6,"Guided Foli up :)",https://www.mountainproject.com/route/105835705/southeast-buttress,5,"California > Yosemite National Park > Tuolumne Meadows > Cathedral Range > Cathedral Peak > Southeast Slopes",3.8,4,,,"Trad, Alpine",,700,1600
2024-07-27,"Horseshoes and Handgrenades",5.12a,"1 fall :( then through the crux all the way to the top.

Crack gloves MANDATORY! Ate through my hands. I didn’t send because my skin was so cheese grated, I didn’t have enough friction in the crux jam

Also, it ate my skin so bad, crack climbing is off the table for a few days. Swallow your pride. 

Don’t wear them all the time, but they are a useful tool",https://www.mountainproject.com/route/106491857/horseshoes-and-handgrenades,1,"California > Yosemite National Park > Tuolumne Meadows > Puppy Dome",3.8,4,Lead,Fell/Hung,Trad,5.12a,50,6600
2024-07-27,"Horseshoes and Handgrenades",5.12a,"Clean tr!!!! After first lead attempt

Burly number",https://www.mountainproject.com/route/106491857/horseshoes-and-handgrenades,1,"California > Yosemite National Park > Tuolumne Meadows > Puppy Dome",3.8,4,TR,,Trad,5.12a,50,6600
2024-07-27,"Horseshoes and Handgrenades",5.12a,"2 falls at crux. 1 take",https://www.mountainproject.com/route/106491857/horseshoes-and-handgrenades,1,"California > Yosemite National Park > Tuolumne Meadows > Puppy Dome",3.8,4,Lead,Fell/Hung,Trad,5.12a,50,6600
2024-07-21,"Bust a Gut",5.10a/b,,https://www.mountainproject.com/route/118317732/bust-a-gut,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",2.8,2,Lead,Redpoint,Sport,,80,2800
2024-07-21,Planetarium,5.12a,"13th pitch in 24 hours",https://www.mountainproject.com/route/105912909/planetarium,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.4,3,Lead,Redpoint,Sport,,,6600
2024-07-21,"Wind in the Willows",5.12d,"11th pitch in less than 24 hours. All 100+ feet and between 10b - 12b.

1 fall. Left hand in lock and right on the sloper. Gotta stay lower on the lock, if it’s at chest height it’s not good. When I lock above my head it’s good",https://www.mountainproject.com/route/106392852/wind-in-the-willows,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.8,4,Lead,Fell/Hung,Sport,5.12d,90,7500
2024-07-21,"Flame Thrower",5.11c,"Ez warmup",https://www.mountainproject.com/route/105912905/flame-thrower,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.7,3,Lead,Redpoint,Sport,,90,5200
2024-07-21,"Boldly Departed",5.11b,,https://www.mountainproject.com/route/107062932/boldly-departed,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.5,3,Lead,Redpoint,Sport,,100,4900
2024-07-21,"The Remington Electric",5.11c,,https://www.mountainproject.com/route/107062895/the-remington-electric,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.6,3,Lead,Redpoint,Sport,5.11a/b,105,5200
2024-07-20,Barracuda,5.11a,"I’m happy to call this one 5.11 too. Good route, 3*",https://www.mountainproject.com/route/107193739/barracuda,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.3,2,Lead,Redpoint,Sport,5.11-,70,4600
2024-07-20,"Switch Hitter",5.10d,"Ticking for the new Ayers 11c stem route! Start on this one, then after first crux, go straight up into obvious stemming. ABSOLUTELY phenomenal climbing! 

Onsighted all the new climbing. Had done switch hitter before.

If want to sky crag, instead of clipping anchors for 11c, traverse under roof to anything goes anchor. Second pitch goes at 11b according to Scott. Thanks Scott!",https://www.mountainproject.com/route/106808880/switch-hitter,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.5,3,Lead,Onsight,Sport,5.10b,120,3500
2024-07-20,Sideshow,5.10a,"Ticking for the super short 10- arete climb not on mp",https://www.mountainproject.com/route/106807108/sideshow,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.5,3,Lead,Redpoint,Sport,,100,2600
2024-07-20,Sideshow,5.10a,,https://www.mountainproject.com/route/106807108/sideshow,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.5,3,Lead,Redpoint,Sport,,100,2600
2024-07-20,"He She",5.10b,,https://www.mountainproject.com/route/106807095/he-she,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.6,4,TR,,Sport,,130,2900
2024-07-20,"Man Overboard",5.12b,"Tr because it was raining. Check notes for beta. Great route! One of the best on the eastside ",https://www.mountainproject.com/route/114602495/man-overboard,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.9,4,TR,,Sport,,140,6900
2024-07-20,"Man Overboard",5.12b,"In the rain haha",https://www.mountainproject.com/route/114602495/man-overboard,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.9,4,Lead,Fell/Hung,Sport,,140,6900
2024-07-18,Sideshow,5.10a,,https://www.mountainproject.com/route/106807108/sideshow,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.5,3,TR,,Sport,,100,2600
2024-07-18,"He She",5.10b,,https://www.mountainproject.com/route/106807095/he-she,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.6,4,Lead,Redpoint,Sport,,130,2900
2024-07-18,"Wages of Skin",5.10+,"In the POURING rain, soaked. No falls. Foot traversed the crux",https://www.mountainproject.com/route/106097731/wages-of-skin,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Gong Show Wall",3.8,4,TR,,Trad,,110,3300
2024-07-13,"Groove and Arete",V4,"Really cool climbing with the og start",https://www.mountainproject.com/route/106784042/groove-and-arete,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Rock Creek Bouldering > The Boy Named Sue Boulder",3.5,3,Send,,Boulder,,15,20400
2024-07-13,"White Snake",V3,"Ticking for different v3 I did not on mp",https://www.mountainproject.com/route/114255987/white-snake,1,"California > Eastern Sierra > Mammoth Lakes Area > Rock Creek > Rock Creek Bouldering > The Boy Named Sue Boulder",2.9,2,Send,,Boulder,,,20300
2024-07-11,"Dakota Street Bypass",5.12a,"Day flash! 95 degrees in the shade lol",https://www.mountainproject.com/route/109075912/dakota-street-bypass,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.1,3,Lead,Redpoint,Sport,,,6600
2024-07-11,"Flame Thrower",5.11c,,https://www.mountainproject.com/route/105912905/flame-thrower,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.7,3,Lead,Redpoint,Sport,,90,5200
2024-07-11,"It’s a Crime",5.11a,,https://www.mountainproject.com/route/113437177/its-a-crime,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",2.8,1,Lead,Redpoint,Sport,,105,4600
2024-07-11,"Wind in the Willows",5.12d,"95 degrees in the shade. Horrible conditions, but lots of fun. 1 fall, 1 take.
Almost strong enough to do 12d in bad conditions ",https://www.mountainproject.com/route/106392852/wind-in-the-willows,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.8,4,Lead,Fell/Hung,Sport,5.12d,90,7500
2024-07-11,Planetarium,5.12a,"Stoked to onsight this. 95 degrees! Horrible conditions",https://www.mountainproject.com/route/105912909/planetarium,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.4,3,Lead,Onsight,Sport,,,6600
2024-07-07,"It's Not The Wheat",5.12a,"Clean tr, traversed into and finished Remington 

Huge progress. 6th pitch of day, nearly 50 miles on trail over last week, well over 10k vert, and 2 awesome alpine routes. 

Training, dedication, practice and weight loss is paying dividends ",https://www.mountainproject.com/route/109027776/its-not-the-wheat,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.8,3,TR,,Sport,5.12a,90,6600
2024-07-07,"The Remington Electric",5.11c,"Very good",https://www.mountainproject.com/route/107062895/the-remington-electric,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.6,3,Lead,Redpoint,Sport,5.11a/b,105,5200
2024-07-07,"Notorious B.E.G., The",5.11c,"Clean tr",https://www.mountainproject.com/route/107210577/notorious-beg-the,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.0,2,TR,,Sport,,80,5200
2024-07-07,"Notorious B.E.G., The",5.11c,"1 foot slip (facepalm)",https://www.mountainproject.com/route/107210577/notorious-beg-the,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.0,2,TR,,Sport,,80,5200
2024-07-07,"Coven (Seriously Though)",5.11b,"Warmup to notorious anchor",https://www.mountainproject.com/route/106831633/coven-seriously-though,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.6,3,Lead,Redpoint,Sport,,100,4900
2024-07-07,"Coven (Seriously Though)",5.11b,,https://www.mountainproject.com/route/106831633/coven-seriously-though,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mustache Wall",3.6,3,Lead,Redpoint,Sport,,100,4900
2024-07-06,"The Flying Buttress",5.11a,"Onsight, led everything except half of p1, transitioning hanging belays, and 30m of the ridge. W/ mitchell. Really good route. Some outstanding climbing. Little bit of choss, but only on the easy climbing. P3 was the highlight. p4 was also AMAZING, but lower quality rock until the crux. 4/5 I&#39;d say. But a 5 star day and memory!

It literally HAS to be 6 pitches to get to the ridge, then 500 feet of ridge. My personal ratings (8, 11- [2 moves], 10d, 10c, 11-, 10- [right variation, little flaky, but good feet], ridge)",https://www.mountainproject.com/route/107697059/the-flying-buttress,7,"California > High Sierra > 07 - Humphreys Basin, Pine Creek & Granite Park > Merriam Peak",3.7,4,Lead,Onsight,"Trad, Alpine",5.11a,800,4600
2024-06-30,"The Dihedral Route",5.10+,"Did last 5.8 glory hands pitch after crimson. What a finish!",https://www.mountainproject.com/route/109262291/the-dihedral-route,1,"California > High Sierra > 02 - The Sawtooth Ridge > The Juggernaut",3.4,-1,Lead,Onsight,"Trad, Alpine",,750,3300
2024-06-30,"Crimson Gem",5.10b,"Excellent route. Finished on dihedral route, highly recommended finish. 22 miles, 15 hours c2c with Mitchell. Thanks man.

Really excellent climbing, all of p2 <3, crux section of p3, p4, the last p of dihedral route. Wow

First pitch was good climbing too! Only like 40 feet though",https://www.mountainproject.com/route/109262104/crimson-gem,4,"California > High Sierra > 02 - The Sawtooth Ridge > The Juggernaut",3.7,4,Lead,Onsight,"Trad, Alpine",,750,2900
2024-06-27,"Wind in the Willows",5.12d,"Sent above crux above first anchor, then took. Tried beta where right hand does big cross all the way to good hold - it doesn&#39;t work haha.

Too tired this go.  ",https://www.mountainproject.com/route/106392852/wind-in-the-willows,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.8,4,Lead,Fell/Hung,Sport,5.12d,90,7500
2024-06-27,"Wind in the Willows",5.12d,"1 fall. Sent to right hand going to sloper.

COULD NOT get 2 of my cuticles to stop pouring blood. Made much harder",https://www.mountainproject.com/route/106392852/wind-in-the-willows,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.8,4,Lead,Fell/Hung,Sport,5.12d,90,7500
2024-06-27,"Wind in the Willows",5.12d,"First attempt (other more than 2 years ago and I wasn&#39;t good enough haha).

Took at first anchor and fell/took a few times at rp crux

Beta in note on phone!",https://www.mountainproject.com/route/106392852/wind-in-the-willows,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.8,4,Lead,Fell/Hung,Sport,5.12d,90,7500
2024-06-27,"Wind in the Willows (1st anchor)",5.11d,"0 pitches because I was working the full, but noting I sent the short all 3 times ",https://www.mountainproject.com/route/118574678/wind-in-the-willows-1st-anchor,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Planetarium / Gecko Wall",3.8,4,Lead,,Sport,,80,5500
2024-06-27,"Left for Dead",5.10c,"the good climbing is really short - aka 4 bolts. but the 4 bolts is 3 star climbing!",https://www.mountainproject.com/route/115371347/left-for-dead,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mini Buttress",2.9,2,Lead,Onsight,Sport,,70,3200
2024-06-27,"Sponge Bob Square Pants",5.10a,"this thing was pretty awful",https://www.mountainproject.com/route/115356890/sponge-bob-square-pants,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mini Buttress",2.6,1,Lead,Onsight,Sport,,80,2600
2024-06-27,"Captain SquareTooth","5.8 PG13",downclimb,https://www.mountainproject.com/route/115378993/captain-squaretooth,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mini Buttress",2.0,1,TR,,Sport,5.8,75,2100
2024-06-27,"Captain SquareTooth","5.8 PG13",,https://www.mountainproject.com/route/115378993/captain-squaretooth,1,"California > Eastern Sierra > Bishop Area > Pine Creek Canyon > Scheelite Canyon / Pratt's Crack Gully > Mini Buttress",2.0,1,Lead,Onsight,Sport,5.8,75,2100
2024-06-23,"Direct Northwest Face",5.10b/c,"With Joe. 2.5 star p1, 4 star stretch right before, through two cruxes and immediately following cruxes. 

Led p1 (200 feet), Joe led 10a section and built belay on small ledge, I led 10c crux with close belay and went all the way to the top.

BEST and safest way to do it for sure, that way you aren’t doing the crux of the route over a ledge with a 100 feet of rope out. All pitch lengths remain the same 

Notes for next time:
1. On p1, when you get near end, there is a scary looking part. You get micro cams in a flaring crack and it looks like you have to pull this sloper overlap with bad feet - you don’t, there’s a huge jug rail to the left.
2. On last part, there’s a scary looking move above the piton. There’s a really flaring pin scar and an insecure move on slopers. A bd z4 .5 fits this pin scar unbelievable well and is good enough to hold a leader fall. Make sure to have one! ",https://www.mountainproject.com/route/105973663/direct-northwest-face,3,"California > Yosemite National Park > Tuolumne Meadows > Lembert Dome > Northwest Face",3.5,3,Lead,Onsight,Trad,,400,3100
2024-06-23,"West Crack",5.9,"Led p2 this time, with joe",https://www.mountainproject.com/route/105859422/west-crack,5,"California > Yosemite National Park > Tuolumne Meadows > DAFF Area > DAFF Dome > West Face",3.6,4,Lead,Pinkpoint,Trad,,430,2400
2024-06-22,"Master Cylinder",5.12b,:),https://www.mountainproject.com/route/106019145/master-cylinder,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > Tioga Wall",3.6,3,Lead,Redpoint,Sport,5.12b,90,6900
2024-06-22,"Master Cylinder",5.12b,"Fell at undercling roof

Took at moving out of dihedral",https://www.mountainproject.com/route/106019145/master-cylinder,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > Tioga Wall",3.6,3,Lead,Fell/Hung,Sport,5.12b,90,6900
2024-06-22,"Mookie Ejector",5.11-,"1.5 stars, don’t bother repeating unless doing a quick tr off makayla’s anchor",https://www.mountainproject.com/route/123056967/mookie-ejector,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > Quaking Aspen Wall",2.5,2,Lead,Onsight,Sport,,60,4700
2024-06-22,"Makayla's Fantastic Climb",5.10b,"This was really really really good",https://www.mountainproject.com/route/112060014/makaylas-fantastic-climb,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > Quaking Aspen Wall",3.6,3,Lead,Onsight,Sport,,90,2900
2024-06-22,ButterFly,5.11a,"Just to 10c chains. I don’t trust ratty slings",https://www.mountainproject.com/route/119476537/butterfly,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > Quaking Aspen Wall",3.0,-1,Lead,Onsight,Sport,,130,4600
2024-06-22,Hummingbird,5.10b,,https://www.mountainproject.com/route/112060006/hummingbird,1,"California > Eastern Sierra > Lee Vining Canyon / Tioga Road > Tioga Cliff Area (aka Private Property) > Quaking Aspen Wall",3.2,3,Lead,Onsight,Sport,,115,2900
2024-06-16,"One Hand Clapping",5.9,"With ciaran. Did 3 up to lizard ledge, then led a 10- new bolted slab pitch to the top. Great climb!",https://www.mountainproject.com/route/105736426/one-hand-clapping,3,"California > Lake Tahoe > I-80 Corridor > Donner Summit > Black Wall > 1. Black Wall - Left",3.6,3,Lead,Onsight,Trad,,400,2400
2024-06-16,"New Moon",5.10d,"Great climb!!!!",https://www.mountainproject.com/route/107237848/new-moon,1,"California > Lake Tahoe > I-80 Corridor > Donner Summit > Black Wall > 1. Black Wall - Left",3.4,3,Lead,Onsight,Trad,,60,3500
2024-06-16,Firecracker,5.10b,"After OS new moon. To lead, bring tiny cam to place up wide before #5 fits. Wide is easy, faceclimb around it. Only 5.8 until roof",https://www.mountainproject.com/route/105927635/firecracker,1,"California > Lake Tahoe > I-80 Corridor > Donner Summit > Black Wall > 1. Black Wall - Left",3.6,3,TR,,Trad,,70,2900
2024-06-15,"Mosquito Coast","5.11c PG13","Toprope flash. Not good, but the crux at the top was very cool",https://www.mountainproject.com/route/108144002/mosquito-coast,1,"California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > Steel Monkey Wall",1.8,1,TR,,Sport,,60,5200
2024-06-15,"Second Time Around",5.8,"Pretty fun!",https://www.mountainproject.com/route/108144037/second-time-around,1,"California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > Steel Monkey Wall",2.5,2,Lead,Onsight,Sport,,80,2100
2024-06-15,"Wandering Stone",5.10a,,https://www.mountainproject.com/route/111750124/wandering-stone,1,"California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > Steel Monkey Wall",2.1,1,Lead,Onsight,"Sport, TR",,70,2600
2024-06-15,"Radio Static",5.11d,"2nd go send. Single hardest move I’ve ever done on an 11d lol. Rest was chill",https://www.mountainproject.com/route/108005194/radio-static,1,"California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > Steel Monkey Wall",3.7,3,Lead,Redpoint,Sport,5.12a,70,5500
2024-06-15,"Radio Static",5.11d,,https://www.mountainproject.com/route/108005194/radio-static,1,"California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > Steel Monkey Wall",3.7,3,Lead,Fell/Hung,Sport,5.12a,70,5500
2024-06-15,"Steel Monkey",5.12a,"EZ with beta",https://www.mountainproject.com/route/108005184/steel-monkey,1,"California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > Steel Monkey Wall",3.5,2,Lead,Redpoint,Sport,5.12a/b,70,6600
2024-06-15,"Steel Monkey",5.12a,"So greasg",https://www.mountainproject.com/route/108005184/steel-monkey,1,"California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > Steel Monkey Wall",3.5,2,Lead,Fell/Hung,Sport,5.12a/b,70,6600
